constituency_name,first_party,electorate,valid_votes,invalid_votes,turnout,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,IMDmean,declaration_time,urbn_pr
Erith And Thamesmead,Lab,70397,42617,97,60.6758810744776,9525,11684,21209,972,7368,941,0,0,0,0,0,0,0,443,24.5586707582199,08/05/2015 04:32,100
Esher And Walton,Con,79894,56976,189,71.5510551480712,28616,35845,7229,5372,5551,2355,0,0,0,0,0,0,0,624,8.37468710315787,08/05/2015 04:38,36.5173349
Exeter,Lab,76968,54018,200,70.44226171915601,7183,17879,25062,2321,5075,3491,0,0,0,0,0,0,0,190,14.287414465414,08/05/2015 04:32,100
Fareham,Con,77114,54700,118,71.08696215991908,22262,30689,7800,4814,8427,2129,0,0,0,0,0,0,0,841,10.2413951318573,08/05/2015 02:34,14.5539442
Faversham And Mid Kent,Con,69523,45803,104,66.03138529695208,16652,24895,7403,3039,8243,1768,0,0,0,0,0,0,0,455,20.3055411595112,08/05/2015 06:41,46.5966758
Feltham And Heston,Lab,82340,49405,142,60.17367014816614,11463,14382,25845,1579,6209,1390,0,0,0,0,0,0,0,0,23.934531700762,08/05/2015 04:30,100
Filton And Bradley Stoke,Con,71310,49101,152,69.06885429813491,9838,22920,13082,3581,7261,2257,0,0,0,0,0,0,0,0,13.6707996559369,08/05/2015 05:54,86.7037447
Finchley And Golders Green,Con,72530,50759,133,70.16682751964704,5662,25835,20173,1662,1732,1357,0,0,0,0,0,0,0,0,15.1964784326224,08/05/2015 05:13,100
Folkestone And Hythe,Con,83651,55010,265,66.07811024375081,13797,26323,7939,4882,12526,2956,0,0,0,0,0,0,0,384,22.172787964501,08/05/2015 05:16,0
Forest Of Dean,Con,69865,49520,184,71.1429184856509,10987,23191,12204,2630,8792,2703,0,0,0,0,0,0,0,0,16.4918955458837,08/05/2015 07:47,0
Fylde,Con,65679,43557,190,66.60728695625696,13224,21406,8182,1623,5569,1381,0,0,0,0,0,0,0,5396,14.9838434413673,08/05/2015 05:37,6.6244068
Gainsborough,Con,74686,49261,189,66.21053477224648,15449,25949,10500,3290,7727,1290,0,0,0,0,0,0,0,505,18.0805942531621,08/05/2015 07:21,0.5358589
Garston And Halewood,Lab,73719,48983,192,66.70600523609924,27146,6693,33839,2279,4482,1690,0,0,0,0,0,0,0,0,32.7053930670814,08/05/2015 04:41,99.4478367
Gateshead,Lab,64524,37949,96,58.96255656809869,14784,5502,21549,2585,6765,1548,0,0,0,0,0,0,0,0,35.9566523456232,08/05/2015 04:40,100
Gedling,Lab,70000,47998,145,68.77571428571429,2986,17321,20307,1906,6930,1534,0,0,0,0,0,0,0,0,13.3516352361791,08/05/2015 07:48,5.4667414
Gillingham And Rainham,Con,70984,47078,194,66.59528907922912,10530,22590,12060,1707,9199,1133,0,0,0,0,0,0,0,389,16.8919575681873,08/05/2015 08:48,98.7581192
Gloucester,Con,82968,52575,111,63.50159097483367,7251,23837,16586,2828,7497,1485,0,0,0,0,0,0,0,342,22.2224073763247,08/05/2015 05:02,100
Gosport,Con,73268,47665,86,65.17306327455368,17098,26364,6926,3298,9266,1707,0,0,0,0,0,0,0,104,14.7070054442746,08/05/2015 02:57,74.0220662
Grantham And Stamford,Con,81150,53755,224,66.51756007393715,18989,28399,9070,3263,9410,1872,0,0,0,0,0,0,0,1741,14.4857461622874,08/05/2015 06:45,0
Gravesham,Con,72043,50139,181,69.84717460405591,8370,23484,15114,1111,9306,1124,0,0,0,0,0,0,0,0,13.6329651839973,08/05/2015 13:47,0.3407984
Great Grimsby,Lab,59200,33731,104,57.153716216216225,4540,8874,13414,1680,8417,783,0,0,0,0,0,0,0,563,35.0609305885774,08/05/2015 04:45,100
Great Yarmouth,Con,69793,44469,160,63.94480821858926,6154,19089,12935,1030,10270,978,0,0,0,0,0,0,0,167,22.7714442149945,08/05/2015 06:34,0
Greenwich And Woolwich,Lab,73315,46716,171,63.95280638341404,11946,12438,24384,2645,3888,2991,0,0,0,0,0,0,0,370,25.5944276976298,08/05/2015 05:40,100
Guildford,Con,75733,53986,188,71.53288526798093,22448,30802,6534,8354,4774,2558,0,0,0,0,0,0,0,964,10.2488570265332,08/05/2015 05:39,74.3534125
Hackney North And Stoke Newington,Lab,88153,49887,202,56.82052794573072,24008,7349,31357,2492,1085,7281,0,0,0,0,0,0,0,323,31.2801525025141,08/05/2015 04:40,99.5061728
Hackney South And Shoreditch,Lab,84971,47580,191,56.220357533746814,24213,6420,30633,2186,1818,5519,0,0,0,0,0,0,0,1004,34.6467389645784,08/05/2015 04:43,100
Halesowen And Rowley Regis,Con,66048,43818,119,66.52283187984496,3082,18933,15851,905,7280,849,0,0,0,0,0,0,0,0,20.6539934476217,08/05/2015 04:44,20.3937801
Halifax,Lab,70462,43753,241,62.43649059067299,428,17078,17506,1629,5621,1142,0,0,0,0,0,0,0,777,25.0680322450235,08/05/2015 08:48,95.6035654
Haltemprice And Howden,Con,71195,48757,180,68.73656857925417,16195,26414,10219,3055,6781,1809,0,0,0,0,0,0,0,479,12.2501966741065,08/05/2015 04:54,28.6850125
Halton,Lab,72818,45023,168,62.060204894394246,20285,8007,28292,1097,6333,1017,0,0,0,0,0,0,0,277,30.3326974095525,08/05/2015 02:32,98.1512327
Hammersmith,Lab,72254,47960,170,66.61222908074294,6518,17463,23981,2224,2105,2105,0,0,0,0,0,0,0,82,26.5716595165971,08/05/2015 03:11,100
Hampstead And Kilburn,Lab,80195,53964,184,67.52041897873933,1138,22839,23977,3039,1532,2387,0,0,0,0,0,0,0,190,16.4061616799411,08/05/2015 04:57,100
Harborough,Con,77760,52471,210,67.74819958847736,19632,27675,8043,7037,7539,2177,0,0,0,0,0,0,0,0,9.94743066539515,08/05/2015 09:45,0
Harlow,Con,67994,44251,125,65.26458216901491,8350,21623,13273,904,7208,954,0,0,0,0,0,0,0,289,16.7796883043789,08/05/2015 03:29,89.078177
Harrogate And Knaresborough,Con,76408,53376,138,70.0371688828395,16371,28153,5409,11782,5681,2351,0,0,0,0,0,0,0,0,9.96737320586817,08/05/2015 03:27,72.2302344
Harrow East,Con,70981,49000,143,69.23402037164875,4757,24668,19911,1037,2333,846,0,0,0,0,0,0,0,205,14.9815414597411,08/05/2015 05:41,99.4407934
Harrow West,Lab,69644,46603,136,67.11130894262249,2208,19677,21885,1567,2047,1310,0,0,0,0,0,0,0,117,13.3235288215557,08/05/2015 04:41,100
Hartlepool,Lab,69947,39490,112,56.61715298726179,3024,8256,14076,761,11052,1341,0,0,0,0,0,0,0,4004,20.9694464018529,08/05/2015 03:28,96.5426592
Harwich And North Essex,Con,69290,48432,166,70.13710492134507,15174,24722,9548,3576,8464,2122,0,0,0,0,0,0,0,0,17.2300390985796,08/05/2015 06:05,1.5345214
Hastings And Rye,Con,75095,50927,124,67.98188960649844,4796,22686,17890,1614,6786,1951,0,0,0,0,0,0,0,0,25.9245303607631,08/05/2015 04:41,83.9071438
Havant,Con,70573,44828,148,63.729755005455345,13920,23159,7149,2929,9239,2352,0,0,0,0,0,0,0,0,19.695351706555,08/05/2015 02:55,20.0211909
Hayes And Harlington,Lab,74874,45056,142,60.365413895344176,15700,11143,26843,888,5388,794,0,0,0,0,0,0,0,0,23.4777088165283,08/05/2015 04:45,100
Hazel Grove,Con,63098,43219,127,68.6963136707978,6552,17882,7584,11330,5283,1140,0,0,0,0,0,0,0,0,14.4247241904354,08/05/2015 05:22,17.9494476
Hemel Hempstead,Con,74616,49633,194,66.7779028626568,14420,26245,11825,2402,7249,1660,0,0,0,0,0,0,0,252,13.2384195562067,08/05/2015 07:47,91.7399679
Hemsworth,Lab,72714,42406,167,58.548560112220486,12078,9694,21772,1357,8565,0,0,0,0,0,0,0,0,1018,23.5422333073999,08/05/2015 06:20,14.7484017
Hendon,Con,75285,49630,135,66.1021451816431,3724,24328,20604,1088,2595,1015,0,0,0,0,0,0,0,0,16.2851771678294,08/05/2015 12:25,100
Henley,Con,77946,55236,162,71.0722808097914,25375,32292,6917,6205,6007,3815,0,0,0,0,0,0,0,0,11.3022924415256,08/05/2015 06:18,1.6357777
Hereford And South Herefordshire,Con,71485,47257,202,66.39015178009373,16890,24844,6042,5002,7954,3415,0,0,0,0,0,0,0,0,19.7330164697209,08/05/2015 05:43,60.4206691
Hertford And Stortford,Con,80610,56277,266,70.14390274159533,21509,31593,10084,4385,7534,2681,0,0,0,0,0,0,0,0,12.2697460147406,08/05/2015 05:40,0
Hertsmere,Con,73767,50091,200,68.17547141675817,18461,29696,11235,2777,6383,0,0,0,0,0,0,0,0,0,14.4624955604427,08/05/2015 04:50,0.7234758
Hexham,Con,59708,43345,82,72.73229717960741,12031,22834,10803,2961,4302,2445,0,0,0,0,0,0,0,0,17.8821558594055,08/05/2015 13:43,0
Heywood And Middleton,Lab,79989,48538,135,60.84961682231307,5299,9268,20926,1607,15627,1110,0,0,0,0,0,0,0,0,25.3627080688284,08/05/2015 03:53,27.293794
High Peak,Con,73336,50789,153,69.46383767862987,4894,22836,17942,2389,5811,1811,0,0,0,0,0,0,0,0,13.1385052462764,08/05/2015 05:17,0
Hitchin And Harpenden,Con,80333,55375,173,69.14717488454309,20055,31488,11433,4484,4917,3053,0,0,0,0,0,0,0,0,11.4043329368635,08/05/2015 05:13,10.4565994
Holborn And St Pancras,Lab,86764,54917,219,63.54709326448757,17048,12014,29062,3555,2740,7013,0,0,0,0,0,0,0,533,21.4383355294504,08/05/2015 05:07,100
Hornchurch And Upminster,Con,79331,55236,89,69.73944611816314,13074,27051,11103,1501,13977,1411,0,0,0,0,0,0,0,193,14.3895843598493,08/05/2015 05:18,98.3054888
Hornsey And Wood Green,Lab,79247,57785,177,73.14093908917688,11058,5347,29417,18359,1271,3146,0,0,0,0,0,0,0,245,18.1444242390719,08/05/2015 04:09,100
Horsham,Con,79085,56925,234,72.2753998861984,24658,32627,6499,6647,7969,2198,0,0,0,0,0,0,0,985,13.3364736112264,08/05/2015 07:08,1.0045505
Houghton And Sunderland South,Lab,68324,38489,175,56.58919267021837,12938,7105,21218,791,8280,1095,0,0,0,0,0,0,0,0,28.931497331065,07/05/2015 22:48,61.9920809
Hove,Lab,73505,52214,234,71.35296918576968,1236,20846,22082,1861,3265,3569,0,0,0,0,0,0,0,591,20.5952392950021,08/05/2015 07:20,80.5432329
Huddersfield,Lab,65269,40478,173,62.28224731495809,7345,10841,18186,2365,5948,2798,0,0,0,0,0,0,0,340,24.9496312804204,08/05/2015 05:21,99.2667968
Huntingdon,Con,82593,55927,177,67.92827479326336,19403,29652,10249,4375,9473,2178,0,0,0,0,0,0,0,0,10.3906186009836,08/05/2015 04:34,0
Hyndburn,Lab,68341,42887,179,63.01634450768938,4400,13676,18076,859,9154,1122,0,0,0,0,0,0,0,0,23.0279820897686,08/05/2015 03:49,2.0060659
Ilford North,Lab,75294,48932,105,65.12736738651154,589,20874,21463,1130,4355,1023,0,0,0,0,0,0,0,87,18.4224722400124,08/05/2015 03:53,100
Ilford South,Lab,91987,51912,164,56.612347396914785,19777,13455,33232,1014,2705,1506,0,0,0,0,0,0,0,0,20.773662430048,08/05/2015 03:29,100
Ipswich,Con,74499,48694,139,65.54853085276312,3733,21794,18061,1400,5703,1736,0,0,0,0,0,0,0,0,24.3144161218931,08/05/2015 04:59,100
Isle Of Wight,Con,108804,70300,107,64.70993713466416,13703,28591,8984,5235,14888,9404,0,0,0,0,0,0,0,3198,20.6677096122231,08/05/2015 03:12,0
Islington North,Lab,73326,49234,198,67.4140141286856,21194,8465,29659,3984,1971,5043,0,0,0,0,0,0,0,112,27.7579283714294,08/05/2015 02:17,100
Islington South And Finsbury,Lab,68127,44270,151,65.20322339160685,12708,9839,22547,4829,3375,3371,0,0,0,0,0,0,0,309,25.8337082995309,08/05/2015 02:37,100
Jarrow,Lab,64002,38564,107,60.421549326583545,13881,6584,21464,1238,7583,1310,0,0,0,0,0,0,0,385,23.8468312146712,08/05/2015 02:43,22.5800643
Keighley,Con,68865,49123,198,71.61983591084005,3053,21766,18713,1321,5662,1661,0,0,0,0,0,0,0,0,16.3748114688976,08/05/2015 08:15,0
Kenilworth And Southam,Con,63957,48791,129,76.4888909736229,21002,28474,7472,4913,5467,1956,0,0,0,0,0,0,0,509,11.5699009889838,08/05/2015 13:34,4.1922541
Kensington,Con,61133,34828,139,57.19823990316196,7361,18199,10838,1962,1557,1765,0,0,0,0,0,0,0,507,19.1140253211879,08/05/2015 03:37,100
