"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish Conservatives","ScottishConservatives","2021-03-31 17:28:44 CEST","Our first act in the next Scottish Parliament would be to introduce a Victims Law which would overhaul Scotland's justice system and put the rights of victims at the centre of it. It is time to end the SNP's soft-touch approach to justice. 👉 https://bit.ly/3m7jYbH:=:https://www.scottishconservatives.com/wordpress/wp-content/uploads/2021/02/Victims.Law_.pdf",584,92,47,"https://www.facebook.com/136308776480/posts/10157859080846481"
"Scottish National Party (SNP)","theSNP","2021-03-31 17:23:40 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The SNP’s #SP21 campaign has begun. 🚌 Nicola Sturgeon will tour Scotland virtually, holding digital town hall meetings from Stranraer to Shetland. 🗳 These times call for serious leadership - make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister on May 6.",2671,1407,961,"https://www.facebook.com/77249349077/posts/10159368355729078"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 17:00:00 CEST","Scottish Labour members are calling in support of a National Recovery Plan. 🌹 Ready to get involved? Find your nearest phonebank or campaign event 📞: https://events.labour.org.uk/",47,4,2,"https://www.facebook.com/310039442421596/posts/3957747690984068"
"Scottish Liberal Democrats","ScotLibDems","2021-03-31 16:57:42 CEST","""We're presenting a series of proposals to make Scotland a better place for women, for disabled people, for the young and old, for LGBT+ people and for people from ethnic minority backgrounds."" Willie Rennie #PutRecoveryFirst You can read more here 👉 https://www.scotlibdems.org.uk/rennie_sets_out_plans_for_equal_protection_and_opportunities",11,2,10,"https://www.facebook.com/397986050296687/posts/3884474804981110"
"Scottish Liberal Democrats","ScotLibDems","2021-03-31 16:20:25 CEST","""After the year that we've endured, I want to spend every second of the next Parliament focusing on putting the recovery first."" Watch the whole of Willie Rennie's opening statement in last nights debate.",14,2,2,"https://www.facebook.com/397986050296687/posts/3884387881656469"
"Scottish Green Party","ScottishGreens","2021-03-31 16:08:48 CEST","Trans rights are human rights. 🏳️‍⚧️🌈",160,0,27,"https://www.facebook.com/17999726169/posts/10159184864701170"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 16:00:00 CEST","On Trans day of Visibility, we celebrate trans people. We are committed to fighting all forms of discrimination, bigotry and hatred against the trans community. #TDOV",22,3,4,"https://www.facebook.com/310039442421596/posts/3957723234319847"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 15:30:00 CEST","👍Vote safely. 🏡Vote from home. 🌹And on May 6th make it #BothVotesLabour. 📮Get your postal ballot today - Register before April 6th: https://earlyvote.labour.org.uk/scotland",73,5,24,"https://www.facebook.com/310039442421596/posts/3957667894325381"
"Scottish Liberal Democrats","ScotLibDems","2021-03-31 15:11:51 CEST","Willie Rennie set out plans for equal protection and opportunities ⬇️ ⬇️",3,0,0,"https://www.facebook.com/397986050296687/posts/3884228311672426"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 14:30:00 CEST","""These are the things that matter to people across our country... They care about what Scotland can do, not what Scotland can't do."" - Anas Sarwar #BothVotesLabour.",109,20,28,"https://www.facebook.com/310039442421596/posts/3957633347662169"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 13:42:23 CEST","",104,89,16,"https://www.facebook.com/310039442421596/posts/3957636820995155"
"Scottish Conservatives","ScottishConservatives","2021-03-31 13:32:29 CEST","As she made abundantly clear last night, another referendum is Nicola Sturgeon's top priority. We can't let that happen. The Scottish Conservatives are the only party with the strength to stop an SNP majority, stop their plans for another independence referendum, and get all of the focus back on Scotland's recovery.",1144,623,119,"https://www.facebook.com/136308776480/posts/10157858583876481"
"Scottish Green Party","ScottishGreens","2021-03-31 12:58:54 CEST","We can't go back to how things were. The Scottish Greens have plans for a fair and green recovery that will benefit people and the planet. 💚",60,2,9,"https://www.facebook.com/17999726169/posts/10159184571791170"
"Scottish National Party (SNP)","theSNP","2021-03-31 12:48:48 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nicola Sturgeon: “I’ve done my best, every day, to lead us through the pandemic. In asking you to re-elect me and the SNP, I offer you this.” 👇 Watch Nicola Sturgeon outline just some of the transformative policies a re-elected SNP Government will deliver.",1488,904,223,"https://www.facebook.com/77249349077/posts/10159367960834078"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 12:05:00 CEST","""This crisis does not end when the lockdown ends - that’s why we have to pull our country together"". #BBCLeadersDebate",75,48,16,"https://www.facebook.com/310039442421596/posts/3957188431039994"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 10:56:55 CEST","""If Nicola Sturgeon had obsessed about fighting poverty as much as she obsessed about the constitution imagine how different Scotland would be."" #BBCLeadersDebate",221,88,59,"https://www.facebook.com/310039442421596/posts/3957077884384382"
"Scottish Green Party","ScottishGreens","2021-03-31 10:47:00 CEST","Vote for a fairer, greener Scotland. Vote for the Scottish Greens. 💚",141,3,14,"https://www.facebook.com/17999726169/posts/10159183707046170"
"Scottish Conservatives","ScottishConservatives","2021-03-31 10:30:16 CEST","Under scrutiny from Douglas Ross last night, Nicola Sturgeon was forced to reveal that she's planning a divisive and damaging referendum in the next two years. Only the Scottish Conservatives can stop an SNP majority and get the focus back onto recovering from this crisis and rebuilding Scotland.",630,556,78,"https://www.facebook.com/136308776480/posts/10157858360386481"
"Scottish Labour Party","ScottishLabourParty","2021-03-31 10:15:12 CEST","7,000 missed cancer diagnoses is unacceptable. It's time for a recovery plan for our NHS. 👩‍⚕️🩺 🌹Together we can make it happen #BothVotesLabour",50,23,31,"https://www.facebook.com/310039442421596/posts/3956999701058867"
"Scottish Green Party","ScottishGreens","2021-03-31 09:50:00 CEST","This month the Scottish Greens secured free school meals for all primary school age children. With more Green MSPs we can do even more for Scotland's families. 🍲",66,1,11,"https://www.facebook.com/17999726169/posts/10159183703766170"
"Scottish Green Party","ScottishGreens","2021-03-31 08:30:00 CEST","If the Scottish Parliament is going to represent Scotland then it needs to look like Scotland. 💚🏴󠁧󠁢󠁳󠁣󠁴󠁿",188,28,31,"https://www.facebook.com/17999726169/posts/10159183699376170"
"Scottish National Party (SNP)","theSNP","2021-03-31 00:01:59 CEST","📣 Nicola Sturgeon: ""We've just made an offer to NHS staff of a 4% pay increase, compared to the 1% insult that's been offered by the Tory Government."" 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Who should decide our country's future, the people of Scotland or Boris Johnson's Tories? 🗳 Make it #BothVotesSNP on May 6",3845,1915,1322,"https://www.facebook.com/77249349077/posts/10159367020974078"
"Scottish Labour Party","ScottishLabourParty","2021-03-30 23:30:01 CEST","Nicola Sturgeon agrees that 7,000 missed cancer diagnoses is unacceptable. But only Scottish Labour have a plan to clear the backlog #BBCLeadersDebate",159,40,50,"https://www.facebook.com/310039442421596/posts/3955602607865243"
"Scottish National Party (SNP)","theSNP","2021-03-30 23:29:58 CEST","🌍 Scotland leads the world on climate action, and the SNP have a bold plan. ⚡️ Net Zero by 2045 🌊 Investing in renewables 🌲 22 million trees planted a year 🚆 Nationalising and decarbonising our railways 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #BothVotesSNP for a greener Scotland.",1591,480,412,"https://www.facebook.com/77249349077/posts/10159366968549078"
"Scottish Green Party","ScottishGreens","2021-03-30 23:05:15 CEST","We can't go back to how things were. We must build a fairer, greener Scotland. 💚",1136,139,116,"https://www.facebook.com/17999726169/posts/10159183424196170"
"Scottish Labour Party","ScottishLabourParty","2021-03-30 22:53:12 CEST","We should never again have to choose between treating a virus and treating cancer. Listen to Mary's heartbreaking story. #BBCLeadersDebate",377,167,156,"https://www.facebook.com/310039442421596/posts/3955475794544591"
"Scottish Liberal Democrats","ScotLibDems","2021-03-30 22:32:41 CEST","Alistair Carmichael MP - Orkney and Shetland ""What people have seen tonight is that Willie Rennie is the experienced and compassionate leader that Scotland needs."" ⬇️ ⬇️",17,3,2,"https://www.facebook.com/397986050296687/posts/3882419091853348"
"Scottish Green Party","ScottishGreens","2021-03-30 22:17:38 CEST","The time to vote Green is now. It’s time to vote like our future depends on it.",135,12,43,"https://www.facebook.com/17999726169/posts/10159183351436170"
"Scottish Conservatives","ScottishConservatives","2021-03-30 22:12:42 CEST","Only one leader on stage was willing to take on Nicola Sturgeon over her plans for another divisive independence referendum. Only the Scottish Conservatives have the strength to stop an SNP majority, stop their push for indyref2, and get all of our focus on recovering from this pandemic and rebuilding Scotland.",2030,1639,154,"https://www.facebook.com/136308776480/posts/10157857010876481"
"Scottish Liberal Democrats","ScotLibDems","2021-03-30 22:07:35 CEST","As the Leader's Debate wraps up the message from Willie Rennie is absolutely crystal clear. We will put division behind us, we will bring the country together, and we will Put Recovery First. #PutRecoveryFirst #BBCLeadersDebate",18,2,39,"https://www.facebook.com/397986050296687/posts/3882375861857671"
"Scottish Liberal Democrats","ScotLibDems","2021-03-30 21:44:24 CEST","🚨 BROKEN PROMISE ALERT 🚨 The SNP in 2012 guaranteed NHS waiting times of 12 weeks. It's been broken more than 300,000 times since then. This was a legal guarantee made by the First Minister. Another example of talking the talk and not walking the walk. #PutRecoveryFirst #Leadersdebate #BBCLeadersDebate",28,4,7,"https://www.facebook.com/397986050296687/posts/3882337915194799"
"Scottish National Party (SNP)","theSNP","2021-03-30 21:18:54 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nicola Sturgeon: “I’ve done my best, every day, to lead us through the pandemic. In asking you to re-elect me and the SNP, I offer you this.” 👇 Watch Nicola Sturgeon outline just some of the transformative policies a re-elected SNP Government will deliver. #bbcleadersdebate",1133,823,687,"https://www.facebook.com/77249349077/posts/10159366695739078"
"Scottish Liberal Democrats","ScotLibDems","2021-03-30 21:01:28 CEST","""After the dreadful year we have endured, I want to spend every single day of the next parliament putting recovery first. It’s not the moment for another referendum."" Our leader Willie Rennie sets out our vision to #PutRecoveryFirst. #Leadersdebate",40,1,9,"https://www.facebook.com/397986050296687/posts/3882260061869251"
"Scottish National Party (SNP)","theSNP","2021-03-30 20:45:11 CEST","📺 Watch Nicola Sturgeon at the first #SP21 live leaders' debate, as she sets out our positive vision for Scotland's future in Scotland's hands. ⏰ Tune in from 7:50pm: https://bbc.co.uk/iplayer/live/bbcscotland:=:https://www.bbc.co.uk/iplayer/live/bbcscotland #BothVotesSNP #BBCLeadersDebate",971,452,48,"https://www.facebook.com/77249349077/posts/10159366632759078"
"Scottish Labour Party","ScottishLabourParty","2021-03-30 19:49:48 CEST","Let’s deliver a national recovery plan so we can build a fairer and stronger Scotland together, make it #BothVotesLabour on 6 May 🌹",76,6,30,"https://www.facebook.com/310039442421596/posts/3954843224607848"
"Scottish Green Party","ScottishGreens","2021-03-30 19:42:40 CEST","🚨There is only one week left to sign up for a postal vote!🚨 ✉️Apply for a postal vote today at: https://www.gov.uk/government/publications/apply-for-a-postal-vote Vote for a fairer, greener Scotland. Vote for the Scottish Greens. 💚",9,0,3,"https://www.facebook.com/17999726169/posts/10159183021446170"
